date,hour,USD_per_MWh,wind Hatchet MWh
1/25/2018,580,27.40466,12.1213
1/25/2018,581,28.32748,12.2041
1/25/2018,582,33.91405,11.0501
1/25/2018,583,45.60625,12.6248
1/25/2018,584,45.2945,12.7651
1/25/2018,585,30.70266,8.60758
1/25/2018,586,21.71734,11.7326
1/25/2018,587,18.28449,9.45279
1/25/2018,588,14.24361,4.98272
1/25/2018,589,13.51067,0
1/25/2018,590,13.57781,0
1/25/2018,591,16.09136,0
1/25/2018,592,25.35788,1.88844
1/25/2018,593,34.15104,3.17185
1/25/2018,594,50.20717,8.35492
1/25/2018,595,51.55674,7.35783
1/25/2018,596,43.86458,0.207918
1/25/2018,597,39.71694,4.52279
1/25/2018,598,36.13646,5.14377
1/25/2018,599,33.19874,1.52201
1/25/2018,600,28.31893,0.343799
1/26/2018,601,27.72376,0.14101
1/26/2018,602,26.40494,1.63102
1/26/2018,603,26.07732,0.0772886
1/26/2018,604,26.34417,1.04074
1/26/2018,605,28.95129,0
1/26/2018,606,33.18686,0.0373727
1/26/2018,607,43.80914,0
1/26/2018,608,42.98688,0
1/26/2018,609,28.85919,0
1/26/2018,610,26.72507,0
1/26/2018,611,20.82035,0
1/26/2018,612,18.65132,0.161419
1/26/2018,613,15.74751,0
1/26/2018,614,15.76574,0.321902
1/26/2018,615,17.57544,0
1/26/2018,616,27.53598,0.0742672
1/26/2018,617,35.64617,0.0446028
1/26/2018,618,49.88678,0
1/26/2018,619,52.93497,0.364383
1/26/2018,620,44.90421,0.377698
1/26/2018,621,44.89615,0.661392
1/26/2018,622,42.88981,1.14942
1/26/2018,623,36.2558,0.883305
1/26/2018,624,33.32562,0.674362
1/27/2018,625,33.38213,0.474711
1/27/2018,626,31.68781,0.545984
1/27/2018,627,30.64123,0.32374
1/27/2018,628,31.11684,0.750339
1/27/2018,629,30.41113,0.979491
1/27/2018,630,34.38373,1.04585
1/27/2018,631,38.26313,1.69869
1/27/2018,632,35.95077,1.12231
1/27/2018,633,31.80882,1.54912
1/27/2018,634,24.12323,0.391553
1/27/2018,635,19.17683,1.67095
1/27/2018,636,17.43257,5.238
1/27/2018,637,14.59719,3.76008
1/27/2018,638,14.21703,4.4697
1/27/2018,639,14.63773,3.49308
1/27/2018,640,21.00219,3.71297
1/27/2018,641,33.31863,1.21592
1/27/2018,642,43.32663,2.12969
1/27/2018,643,42.03226,1.59729
1/27/2018,644,40.96912,3.84517
1/27/2018,645,39.91186,1.41091
1/27/2018,646,36.90314,1.23343
1/27/2018,647,34.63228,3.58702
1/27/2018,648,31.66772,2.20539
1/28/2018,649,32.27177,4.69385
1/28/2018,650,32.1121,10.8612
1/28/2018,651,31.05457,4.18267
