date,hour,USD_per_MWh,wind Hatchet MWh
1/23/2018,533,28.95542,13.6
1/23/2018,534,35.38954,13.6
1/23/2018,535,52.95601,13.6
1/23/2018,536,48.35475,13.6
1/23/2018,537,34.18089,13.6
1/23/2018,538,27.30569,12.7133
1/23/2018,539,24.47451,8.2225
1/23/2018,540,22.23599,3.06664
1/23/2018,541,21.58228,0.415836
1/23/2018,542,21.91418,0.302154
1/23/2018,543,24.18597,1.14654
1/23/2018,544,29.84516,0.370861
1/23/2018,545,37.26805,0.174633
1/23/2018,546,53.16837,0.920942
1/23/2018,547,56.20111,1.35973
1/23/2018,548,46.65521,0.390785
1/23/2018,549,45.32653,0.726869
1/23/2018,550,39.41266,0.795438
1/23/2018,551,34.84578,0.616847
1/23/2018,552,32.55351,1.05749
1/24/2018,553,28.22019,0.922866
1/24/2018,554,27.92548,0.40533
1/24/2018,555,26.95159,0.292915
1/24/2018,556,27.01166,0.1142
1/24/2018,557,28.13339,0.519641
1/24/2018,558,34.84448,1.47095
1/24/2018,559,48.0682,1.59532
1/24/2018,560,50.26672,1.66052
1/24/2018,561,32.72332,1.67423
1/24/2018,562,25.51953,1.87504
1/24/2018,563,23.19467,1.73939
1/24/2018,564,21.31276,1.28174
1/24/2018,565,20.0219,1.48191
1/24/2018,566,20.33728,0.75674
1/24/2018,567,21.92888,0.474036
1/24/2018,568,29.85019,0.453076
1/24/2018,569,35.34863,0.6933
1/24/2018,570,44.80866,1.02133
1/24/2018,571,54.79751,0.568704
1/24/2018,572,45.14467,0.361146
1/24/2018,573,40.92536,0.253625
1/24/2018,574,36.79804,0.0670156
1/24/2018,575,33.30619,0
1/24/2018,576,30.39281,0.0329675
1/25/2018,577,28.64944,0.329012
1/25/2018,578,27.74853,1.04471
1/25/2018,579,27.09944,1.18207
1/25/2018,580,27.41862,1.22789
1/25/2018,581,28.24098,1.44271
1/25/2018,582,33.41561,0.967518
1/25/2018,583,45.00909,0.746381
1/25/2018,584,45.52687,0.631445
1/25/2018,585,32.44016,0.572419
1/25/2018,586,25.6647,0.968341
1/25/2018,587,23.14034,0.311963
1/25/2018,588,20.10191,0.32123
1/25/2018,589,18.98214,0.599579
1/25/2018,590,19.03894,0.728202
1/25/2018,591,21.01934,0.754039
1/25/2018,592,27.1375,0.72104
1/25/2018,593,34.62399,0.870542
1/25/2018,594,49.77096,1.26279
1/25/2018,595,45.40344,0.993844
1/25/2018,596,43.35772,1.27563
1/25/2018,597,39.42729,1.24982
1/25/2018,598,35.52054,0.981367
1/25/2018,599,32.7916,1.03652
1/25/2018,600,28.40605,0.857198
1/26/2018,601,28.07074,0.677071
1/26/2018,602,26.76539,0.441773
1/26/2018,603,26.43835,0.197097
1/26/2018,604,26.68448,0.016325
1/26/2018,605,29.26543,0
1/26/2018,606,33.08219,0.987097
1/26/2018,607,43.40457,1.52974
1/26/2018,608,43.4678,0.782493
